CantidadDeBeneficiarios,CantidadBeneficioConsolidado,CantidadUltimobeneficio,CodigoDepartamentoAtencion,CodigoMunicipioAtencion,CondicionSexual,Discapacidad,EstadoBeneficiario,EstadoCivil,Etnia,FechaInscripcionBeneficiario,FechaUltimoBeneficioAsignado,Genero,NivelEscolaridad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Pais,RangoEdad,TipoAsignacionBeneficio,TipoBeneficio,TipoDocumento,TipoPoblacion,RangoValorBeneficioConsolidadoAsignado,RangoValorUltimoBeneficioAsignado
1,1,1,76,76248,ND,NO,NO ACTIVO,SO,ND,2016-02-01,2015-01-01,Mujer,ND,VALLE,EL CERRITO,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,13,13248,ND,ND,ACTIVO,SO,ND,2016-05-01,2015-01-01,Hombre,SECUNDARIA,BOLIVAR,EL GUAMO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,11,11001,H-HOMBRE,NO,NO ACTIVO,DI,ND,2018-04-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
5,1,1,11,11001,ND,NO,NO ACTIVO,SO,ND,2016-02-01,2015-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,25,25754,H-HOMBRE,NO,NO ACTIVO,ND,ND,2018-11-01,2018-01-01,Hombre,ND,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,3,1,08,08001,ND,NO,NO ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
3,4,1,23,23001,M-MUJER,NO,NO ACTIVO,ND,ND,2016-02-01,2017-01-01,Mujer,ND,CORDOBA,MONTERIA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-04-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,73,73001,ND,NO,NO ACTIVO,CA,ND,2016-08-01,2015-01-01,Hombre,SECUNDARIA,TOLIMA,IBAGUE,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50001,ND,NO,NO ACTIVO,SO,ND,2016-08-01,2016-01-01,Hombre,SECUNDARIA,META,VILLAVICENCIO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,50,50006,ND,NO,NO ACTIVO,CA,ND,2016-02-01,2015-01-01,Hombre,ND,META,ACACIAS,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
4,6,1,05,05001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2017-10-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,4,1,13,13001,ND,ND,ACTIVO,Sin Información,ND,2017-11-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,9,1,25,25754,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-02-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
4,5,1,13,13001,ND,NO,NO ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,05,05001,M-MUJER,NO,NO ACTIVO,UL,ND,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,10,1,08,08001,ND,NO,NO ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,7,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2018-02-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,13,13001,M-MUJER,NO,ACTIVO,SO,ND,2017-05-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,NO,NO ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,5,1,05,05001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2017-12-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2018-06-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,66,66572,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,RISARALDA,PUEBLO RICO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,5,1,11,11001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-04-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,NO,NO ACTIVO,SO,ND,2017-05-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
2,5,1,76,76109,ND,NO,ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Hombre,ND,VALLE,BUENAVENTURA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2017-05-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,H-HOMBRE,NO,NO ACTIVO,ND,ND,2017-10-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,3,1,13,13001,M-MUJER,NO,NO ACTIVO,CA,ND,2017-12-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
3,4,1,23,23001,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2017-01-01,Mujer,ND,CORDOBA,MONTERIA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
2,4,1,13,13001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-11-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,1,1,05,05631,ND,NO,NO ACTIVO,SO,ND,2016-01-01,2015-01-01,Hombre,SECUNDARIA,ANTIOQUIA,SABANETA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,25,25754,H-HOMBRE,NO,NO ACTIVO,CA,ND,2018-03-01,2018-01-01,Hombre,ND,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
12,12,1,13,13001,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,7,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-05-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50313,ND,NO,NO ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Hombre,ND,META,GRANADA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,05,05001,M-MUJER,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,4,1,23,23001,H-HOMBRE,NO,NO ACTIVO,ND,ND,2016-05-01,2017-01-01,Hombre,ND,CORDOBA,MONTERIA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,68,68001,ND,NO,NO ACTIVO,CA,ND,2016-08-01,2016-01-01,Hombre,SECUNDARIA,SANTANDER,BUCARAMANGA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,11,11001,ND,NO,NO ACTIVO,SO,ND,2016-02-01,2015-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,7,1,20,20001,M-MUJER,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2018-05-01,2018-01-01,Mujer,SECUNDARIA,CESAR,VALLEDUPAR,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,6,1,47,47001,ND,NO,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,MAGDALENA,SANTA MARTA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,10,1,47,47318,ND,NO,NO ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,MAGDALENA,GUAMAL,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,17,17001,ND,NO,NO ACTIVO,SO,ND,2016-01-01,2015-01-01,Hombre,PREGRADO,CALDAS,MANIZALES,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,8,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,08,08001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2018-01-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,13,13001,H-HOMBRE,NO,NO ACTIVO,CA,ND,2017-10-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,23,23001,M-MUJER,NO,NO ACTIVO,ND,ND,2016-02-01,2017-01-01,Mujer,ND,CORDOBA,MONTERIA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2016-08-01,2015-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,27,27001,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2017-05-01,2018-01-01,Hombre,TECNOLOGO,CHOCO,QUIBDO,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05001,ND,NO,NO ACTIVO,UL,ND,2016-08-01,2016-01-01,Hombre,SECUNDARIA,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,05,05001,M-MUJER,NO,NO ACTIVO,ND,ND,2018-11-01,2018-01-01,Mujer,TECNICO,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,23,23660,ND,NO,NO ACTIVO,Sin Información,ND,2018-03-01,2018-01-01,Mujer,ND,CORDOBA,SAHAGUN,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CE,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,11,11001,ND,NO,ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2016-02-01,2015-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,05,05001,M-MUJER,NO,NO ACTIVO,CA,ND,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
3,4,1,13,13001,ND,NO,NO ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,11,1,05,05001,M-MUJER,NO,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,NO,NO ACTIVO,SO,ND,2018-11-01,2018-01-01,Mujer,SIN ESPECIFICAR,BOGOTA,BOGOTA D.C.,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,M-MUJER,NO,NO ACTIVO,ND,ND,2016-05-01,2017-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,9,1,25,25754,ND,ND,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Hombre,ND,CUNDINAMARCA,SOACHA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,9,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,9,1,08,08001,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,08,08001,ND,ND,NO ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Mujer,PREGRADO,ATLANTICO,BARRANQUILLA,57,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,5,1,05,05001,M-MUJER,NO,NO ACTIVO,ND,INDIGENA,2017-12-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,2,1,05,05001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2017-12-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,1,1,76,76001,H-HOMBRE,NO,ACTIVO,SO,RAIZAL,2018-10-01,2018-01-01,Hombre,SECUNDARIA,VALLE,CALI,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,08,08001,M-MUJER,NO,NO ACTIVO,CA,ND,2018-04-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,4,1,05,05001,M-MUJER,NO,NO ACTIVO,UL,ND,2017-12-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,5,1,11,11001,ND,ND,NO ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Hombre,TECNOLOGO,BOGOTA,BOGOTA D.C.,57,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,27,27001,ND,NO,ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,CHOCO,QUIBDO,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,54,54001,ND,NO,NO ACTIVO,ND,ND,2015-11-01,2016-01-01,Mujer,ND,NORTE DE SANTANDER,CUCUTA,COLOMBIA,30-49,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
4,1,1,54,54001,ND,NO,NO ACTIVO,ND,ND,2015-11-01,2015-01-01,Hombre,ND,NORTE DE SANTANDER,CUCUTA,COLOMBIA,>65,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
4,1,1,54,54001,ND,NO,NO ACTIVO,ND,ND,2015-11-01,2015-01-01,Hombre,ND,NORTE DE SANTANDER,CUCUTA,COLOMBIA,>65,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,3,1,47,47001,M-MUJER,NO,NO ACTIVO,ND,ND,2016-05-01,2017-01-01,Mujer,ND,MAGDALENA,SANTA MARTA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,10,1,76,76001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,VALLE,CALI,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,12,1,13,13001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,2,1,13,13001,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-02-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08638,ND,NO,NO ACTIVO,SO,ND,2018-04-01,2018-01-01,Hombre,SIN ESPECIFICAR,ATLANTICO,SABANALARGA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08433,ND,NO,ACTIVO,Sin Información,ND,2018-04-01,2018-01-01,Mujer,ND,ATLANTICO,MALAMBO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,4,1,08,08001,H-HOMBRE,NO,NO ACTIVO,CA,ND,2017-12-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
3,3,1,05,05001,ND,NO,NO ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,05,05001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-10-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,4,1,13,13001,M-MUJER,NO,NO ACTIVO,CA,ND,2017-10-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,05,05147,ND,ND,ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,ANTIOQUIA,CAREPA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,05,05001,ND,NO,ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,ND,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08001,ND,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2016-02-01,2017-01-01,Mujer,SIN ESPECIFICAR,ATLANTICO,BARRANQUILLA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,47,47675,ND,NO,NO ACTIVO,Sin Información,ND,2018-02-01,2018-01-01,Hombre,ND,MAGDALENA,SALAMINA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,41,41551,ND,NO,NO ACTIVO,UL,ND,2016-02-01,2015-01-01,Mujer,ND,HUILA,PITALITO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,4,1,13,13001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-11-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
